,,,,,
,ID,Title,Mod,Tournament - Stage,Rank Range
,1349819,Wakeshima Kanon - Shoujo Shikake no Libretto ~Storytelling by solita~ [Dreaming of The Imminent] (Deramok),HD3,Test Tournament 3 Finals,1-∞
,1314214,supercell - Rock 'n' Roll Nandesu no [Extra] (Milan-),HR1,Test Tournament 3 Finals,1-∞
,2006992,Shikata Akiko - TETHE'ALLA ~Tai no Kodomotachi~ [Lv9's Another] (ScubDomino),HR2,Test Tournament 3 Finals,1-∞
,1498537,Eleharmonica remixed by kors k - Der Wald (kors k Remix) [Lasse's Extra] (Cheesecake),HR3,Test Tournament 3 Finals,1-∞
,2302827,Pendulum - The Fountain (feat. Steven Wilson) [Zetera's Insane] (Mao),DT1,Test Tournament 3 Finals,1-∞
,1116948,Kakichoco - Barbed Eye [Another] (Starfy),DT2,Test Tournament 3 Finals,1-∞
,120080,U - Ha-tenya? [Insane] (biwako),DT3,Test Tournament 3 Finals,1-∞
,1877959,Chroma - I [MAXIMUM] (Kawashiro),FM1,Test Tournament 3 Finals,1-∞
,2002904,Yu-dachi - Yama Girl [Jubilance] (Rhonen),FM2,Test Tournament 3 Finals,1-∞
,1939512,Omoi - Nee William [kikoetemasu ka?] (Riven),FM3,Test Tournament 3 Finals,1-∞
,19990,Silver Forest - Tsurupettan [Hito's Insane] (Hitoshirenu Shourai),FM4,Test Tournament 3 Finals,1-∞
,1106704,Crazy Astronaut - So Damn Tough [Through The Hitech Space] (Akali),TB1,Test Tournament 3 Finals,1-∞
,1590496,Denkishiki Karen Ongaku Shuudan - I pray [I pray until dying in the dark] (IceKalt),TB2,Test Tournament 3 Finals,1-∞
,1886627,GET IN THE RING - Midnight Syndrome [Desire] (Atalanta),TB3,Test Tournament 3 Finals,1-∞
,,,,,
,1250652,Kano - Platonic Love [Platonic on Sunday] (Human Trash),NM1,Test Tournament 3 Grand Finals,1-∞
,306683,dj TAKA meets DJ YOSHITAKA ft.guit.good-cool - Elemental Creation -GITADO ROCK ver.- [Extra] (Flower),NM2,Test Tournament 3 Grand Finals,1-∞
,2359478,Imy feat. Aitsuki Nakuru - Meteora [Petal] (Icekalt),NM3,Test Tournament 3 Grand Finals,1-∞
,732842,C-Show - Invitation from Mr.C [GRAVITY] (koreapenguin),NM4,Test Tournament 3 Grand Finals,1-∞
,1694860,Kobaryo - Sulyvahn [feat. USAO] [1112's Extra] (Testo),NM5,Test Tournament 3 Grand Finals,1-∞
,2139225,"Camellia feat. Nanahira - PAPAYAPA BASS (""BASSE DE NANA"" Long ver.) [Papayapa! OwO] (Mir)",NM6,Test Tournament 3 Grand Finals,1-∞
,1771721,lapix - Foolish Hero (FutureCore Mix) [Hi-Tech Ninja] (Jean-Michel Jr),HD1,Test Tournament 3 Grand Finals,1-∞
,1572100,Aoki Chihiro - Kodou [Irre's Extra] (09kami),HD2,Test Tournament 3 Grand Finals,1-∞
,48098,Kucchy vs Akky - Yakumo ~ JOINT STRUGGLE [SOLO] (DJPop),HD3,Test Tournament 3 Grand Finals,1-∞
,2254986,Yorushika - Odorouze [Normal] (Axarious),HR1,Test Tournament 3 Grand Finals,1-∞
,2277126,Kola Kid - timer [Extra] (Mirash),HR2,Test Tournament 3 Grand Finals,1-∞
,1404903,Renard - Jet Jet Jade [Extra] (Mismagius),HR3,Test Tournament 3 Grand Finals,1-∞
,945032,Jin ft. Takumi Yoshida (phatmans after school) - Kuusou Forest [Insane] (Trust),DT1,Test Tournament 3 Grand Finals,1-∞
,1545060,Charli XCX - Boom Clap [Kalibe's Insane] (schoolboy),DT2,Test Tournament 3 Grand Finals,1-∞
,83925,Momoi Haruko - Luka Luka Night Fever [Lissette's Insane] (Lunah),DT3,Test Tournament 3 Grand Finals,1-∞
,1632751,P*Light - Sakura Reflection (P*Light Slayer Remix) [Sakura] (Asphyxia),FM1,Test Tournament 3 Grand Finals,1-∞
,95382,t+pazolite - chipscape [Ragnarok] (Shiirn),FM2,Test Tournament 3 Grand Finals,1-∞
,2007648,FLOOR BABA - WIGGLECORE [Mun's Extreme] (Will Stetson),FM3,Test Tournament 3 Grand Finals,1-∞
,2256378,SHK - Imagination [SHD] (ktgster),FM4,Test Tournament 3 Grand Finals,1-∞
,1572058,Demetori - Yumeshoushitsu ~ Lost Dream [Nightmare] (Crissa),TB1,Test Tournament 3 Grand Finals,1-∞
,2008054,Diao Ye Zong feat. Meramipop - Kaeru Hime [Hime's Wedding Ceremony] (Hey lululu),TB2,Test Tournament 3 Grand Finals,1-∞
,1391815,Yui Horie - The World's End [Prologue] (Urushi38),TB3,Test Tournament 3 Grand Finals,1-∞
,,,,,
,2131275,Yumeno Yuki - BWLAUTE BEIRRD [LMT's Expert.] (Lasse),NM1,Australian/New Zealand Tournament 7 Summer Groups Stage Week 1,1-∞
,822166,onoken - Viden [Extreme] (-kevincela-),NM2,Australian/New Zealand Tournament 7 Summer Groups Stage Week 1,1-∞
,1921032,Pastel*Palettes - DISCOTHEQUE [Sexy Beautie~] (-Mikan),NM3,Australian/New Zealand Tournament 7 Summer Groups Stage Week 1,1-∞
,1781960,Yonezu Kenshi - LOSER [WINNER] (Skystar),NM4,Australian/New Zealand Tournament 7 Summer Groups Stage Week 1,1-∞
,93426,Nico Nico Douga - Evansama [Deep Dark Fantasy] (Cirno),HD1,Australian/New Zealand Tournament 7 Summer Groups Stage Week 1,1-∞
,1346536,Mitsuyoshi Takenobu no Ani - Amphisbaena [Insane] (Celesty),HD2,Australian/New Zealand Tournament 7 Summer Groups Stage Week 1,1-∞
,1697230,44teru-k - Ume [fanzhen's Extra] (Nemis),HD3,Australian/New Zealand Tournament 7 Summer Groups Stage Week 1,1-∞
,1744644,Feryquitous feat. Aitsuki Nakuru - Kairikou [Another] (cococolaco),HR1,Australian/New Zealand Tournament 7 Summer Groups Stage Week 1,1-∞
,137840,Xelia - Illumiscape [Another] (Kanna),HR2,Australian/New Zealand Tournament 7 Summer Groups Stage Week 1,1-∞
,2297021,Minase Inori - Lucky Clover [Lucky Chance!] (Shizuku-),HR3,Australian/New Zealand Tournament 7 Summer Groups Stage Week 1,1-∞
,1947616,Feryquitous feat. Aitsuki Nakuru - Ether [_todestrieb's Light Insane] (Acyl),DT1,Australian/New Zealand Tournament 7 Summer Groups Stage Week 1,1-∞
,681786,HoneyWorks - Ima Suki ni Naru. ver.Capi [P A N's Insane] (Nara),DT2,Australian/New Zealand Tournament 7 Summer Groups Stage Week 1,1-∞
,738959,zts - lastendconductor [Insane] (EvilElvis),DT3,Australian/New Zealand Tournament 7 Summer Groups Stage Week 1,1-∞
,877437,USAO - Night sky (Extended Mix) [BRLCY] (RLC),TB,Australian/New Zealand Tournament 7 Summer Groups Stage Week 1,1-∞
,,,,,
,1639219,Kanzaki Elza starring ReoNa - Independence [Extra] (Yasaija 714),NM1,Australian/New Zealand Tournament 7 Summer Groups Stage Week 2,1-∞
,957288,Chata - Koisuru Otome [Extra] (marikokkokokko),NM2,Australian/New Zealand Tournament 7 Summer Groups Stage Week 2,1-∞
,1578798,Roselia - This game [Last Game] (-Aqua),NM3,Australian/New Zealand Tournament 7 Summer Groups Stage Week 2,1-∞
,1609215,PSYQUI feat. Such - Your voice so... [Future] (Livia),NM4,Australian/New Zealand Tournament 7 Summer Groups Stage Week 2,1-∞
,285086,Lon - MATRYOSHKA [Extra] (EvilElvis),HD1,Australian/New Zealand Tournament 7 Summer Groups Stage Week 2,1-∞
,2125537,Kalafina x The Prodigy - No Good Magia (Start the Witch) [Kite's Insane] (Okoratu),HD2,Australian/New Zealand Tournament 7 Summer Groups Stage Week 2,1-∞
,1914735,YUC'e - Chemical Cookie [Kalidoi's Extra] (Yusomi),HD3,Australian/New Zealand Tournament 7 Summer Groups Stage Week 2,1-∞
,1039561,Kenshi Yonezu - MAD HEAD LOVE [Expert] (Yoges),HR1,Australian/New Zealand Tournament 7 Summer Groups Stage Week 2,1-∞
,125448,SHIKI - Pure Ruby [Another] (tsuka),HR2,Australian/New Zealand Tournament 7 Summer Groups Stage Week 2,1-∞
,2422343,ETIA. - Nihon-shiki Koukaku -OukaRanman- [Matrix's Extra] (Luscent),HR3,Australian/New Zealand Tournament 7 Summer Groups Stage Week 2,1-∞
,1222361,yuikonnu - Mousou Sketch [Insane] (Lasse),DT1,Australian/New Zealand Tournament 7 Summer Groups Stage Week 2,1-∞
,1896893,Galileo Galilei - Yotsuba Sagashi no Tabibito [Insane] (Delis),DT2,Australian/New Zealand Tournament 7 Summer Groups Stage Week 2,1-∞
,1858517,Camellia feat. Nanahira - Touhiron [Hard] (pishifat),DT3,Australian/New Zealand Tournament 7 Summer Groups Stage Week 2,1-∞
,1803623,PSYQUI - Start Up feat. Such [Start!] (dong2729),TB,Australian/New Zealand Tournament 7 Summer Groups Stage Week 2,1-∞
,,,,,
,949612,Horie Yui - Asymmetry [RETURN] (Linada),NM1,Australian/New Zealand Tournament 7 Summer Groups Stage Week 3,1-∞
,317223,Xi - Shoujo Kisokyoku ~ Speed Battle [Extra] (Ekoro),NM2,Australian/New Zealand Tournament 7 Summer Groups Stage Week 3,1-∞
,1814069,ak+q & Redeilia - Enigma Helix [Shiirn's Voidheart] (Icekalt),NM3,Australian/New Zealand Tournament 7 Summer Groups Stage Week 3,1-∞
,176069,Last Note. - Setsuna Trip [0108 style] (val0108),NM4,Australian/New Zealand Tournament 7 Summer Groups Stage Week 3,1-∞
,1641637,RUMI - Densetsu no Matsuri [Oni] (Net0),HD1,Australian/New Zealand Tournament 7 Summer Groups Stage Week 3,1-∞
,1412016,Nor + YUC'e - Mint Comet [Halley] (Livia),HD2,Australian/New Zealand Tournament 7 Summer Groups Stage Week 3,1-∞
,1634160,Sakamirito (Sakamiya&Ichinoserito) - Jigoku no Gyouka de Yakiniku Taikai!? [Another] (Snow Note),HD3,Australian/New Zealand Tournament 7 Summer Groups Stage Week 3,1-∞
,445177,Warak - REANIMATE [Extreme] (iyasine),HR1,Australian/New Zealand Tournament 7 Summer Groups Stage Week 3,1-∞
,902947,Eagle - D [Kotori's EXTREME] (P o M u T a),HR2,Australian/New Zealand Tournament 7 Summer Groups Stage Week 3,1-∞
,1737389,ABSOLUTE CASTAWAY - Shinsou Shintouron [Extra] (Lasse),HR3,Australian/New Zealand Tournament 7 Summer Groups Stage Week 3,1-∞
,1659942,Kurahashi Yoeko - Tomodachi no Uta [Light Insane] (tutuhaha),DT1,Australian/New Zealand Tournament 7 Summer Groups Stage Week 3,1-∞
,318142,Neru - World Domination How-To [Insane] (Chewin),DT2,Australian/New Zealand Tournament 7 Summer Groups Stage Week 3,1-∞
,115352,Bomfunk MC's - Freestyler [Insane] (Lesjuh),DT3,Australian/New Zealand Tournament 7 Summer Groups Stage Week 3,1-∞
,1721284,Demetori - Desire Drive ~ Desire Dream [Stage 4] (Crissa),TB,Australian/New Zealand Tournament 7 Summer Groups Stage Week 3,1-∞
,,,,,
,725026,Memme - Acid Burst [wa's Extra] (Priti),NM1,Australian/New Zealand Tournament 7 Summer Groups Stage Week 4,1-∞
,305445,Zips - True Kanjou Kesson [1] (Flower),NM2,Australian/New Zealand Tournament 7 Summer Groups Stage Week 4,1-∞
,1406368,xi - Glorious Crown [RLC's Another] (Nakagawa-Kanon),NM3,Australian/New Zealand Tournament 7 Summer Groups Stage Week 4,1-∞
,168486,Kalafina - Magia (Start the Witch) [CRN-AR10-] (caren_sk),NM4,Australian/New Zealand Tournament 7 Summer Groups Stage Week 4,1-∞
,119375,Nekomata Master - Byakuya Gentou [EX] (ignorethis),HD1,Australian/New Zealand Tournament 7 Summer Groups Stage Week 4,1-∞
,675593,MAXION - Kazamuki [EX] (Hollow Wings),HD2,Australian/New Zealand Tournament 7 Summer Groups Stage Week 4,1-∞
,1950368,Shiina Ringo - Jinsei wa Yume Darake [Life is Full of Dreams] (melloe),HD3,Australian/New Zealand Tournament 7 Summer Groups Stage Week 4,1-∞
,139770,wa. vs celas - Vajuranda [Another] (Reisen Udongein),HR1,Australian/New Zealand Tournament 7 Summer Groups Stage Week 4,1-∞
,331845,Giga-P - Okochama Sensou [AngelHoney's ExtrA] (tutuhaha),HR2,Australian/New Zealand Tournament 7 Summer Groups Stage Week 4,1-∞
,297463,Hatsuki Yura - Yoiyami Hanabi [Lan] (Lan wings),HR3,Australian/New Zealand Tournament 7 Summer Groups Stage Week 4,1-∞
,2227471,Creo - Shape of the Sun [Kite's Insane] (NeilPerry),DT1,Australian/New Zealand Tournament 7 Summer Groups Stage Week 4,1-∞
,951393,"CYTOKINE - sEE NEW THE WORLD, SHE KNEW THE WORLD - CYTOKINE Remix [lUNATIC] (Frey)",DT2,Australian/New Zealand Tournament 7 Summer Groups Stage Week 4,1-∞
,471098,rerulili feat. Dancing Dolls - Kami no Manimani [Insane] (xlni),DT3,Australian/New Zealand Tournament 7 Summer Groups Stage Week 4,1-∞
,1923718,Camellia - Hitech pistol -Hitech Ninja wa 145 Do Shinu- [Point Blank] (RLC),TB,Australian/New Zealand Tournament 7 Summer Groups Stage Week 4,1-∞
,,,,,
,283723,yuikonnu - Kakushigoto [CRN-AR10-] (murasaki_sk),NM1,Australian/New Zealand Tournament 7 Summer Groups Stage Week 5,1-∞
,1100429,"Eagle - Hypersonik [Tam 4etverka, a mojet daje i pyaterka] (EvilElvis)",NM2,Australian/New Zealand Tournament 7 Summer Groups Stage Week 5,1-∞
,2307796,Zara Larsson - All the Time (Don Diablo Remix) [Dance] (Asphyxia),NM3,Australian/New Zealand Tournament 7 Summer Groups Stage Week 5,1-∞
,921620,goreshit - thinking of you [ar9.7] (Silverboxer),NM4,Australian/New Zealand Tournament 7 Summer Groups Stage Week 5,1-∞
,2270810,L.E.D. - THE LAST STRIKER [Expert] (Kloyd),HD1,Australian/New Zealand Tournament 7 Summer Groups Stage Week 5,1-∞
,2162140,Sengoku Nadeko (CV: Hanazawa Kana) - Mousou Express [Jounzaphore's Collab Extra] (semaphore),HD2,Australian/New Zealand Tournament 7 Summer Groups Stage Week 5,1-∞
,39549,Amane - BOOZEHOUND [Lesjuh] (tieff),HD3,Australian/New Zealand Tournament 7 Summer Groups Stage Week 5,1-∞
,418139,Himeringo - Idola no Circus [Insane] (cRyo[iceeicee]),HR1,Australian/New Zealand Tournament 7 Summer Groups Stage Week 5,1-∞
,2320218,Gde fantom? - Ya tebya lyublyu [smozit & Frakturehawkens' Doomerwave] (Frakturehawkens),HR2,Australian/New Zealand Tournament 7 Summer Groups Stage Week 5,1-∞
,60238,M2U - Nightmare [Lesjuh] (ignorethis),HR3,Australian/New Zealand Tournament 7 Summer Groups Stage Week 5,1-∞
,96525,ALiCE'S EMOTiON - Tag (Hardbeat Remix) [Patchouli] (Takos),DT1,Australian/New Zealand Tournament 7 Summer Groups Stage Week 5,1-∞
,256885,ALiCE'S EMOTiON - Tsuioku Summer Night (ELEMENTAS Remix) [Insane] (cRyo[iceeicee]),DT2,Australian/New Zealand Tournament 7 Summer Groups Stage Week 5,1-∞
,2248613,Kitaouji Mizuki - Ruriair [Ceremony] (Dada),DT3,Australian/New Zealand Tournament 7 Summer Groups Stage Week 5,1-∞
,1886627,GET IN THE RING - Midnight Syndrome [Desire] (Atalanta),TB,Australian/New Zealand Tournament 7 Summer Groups Stage Week 5,1-∞
,,,,,
,2284524,BAND-MAID - DICE [X] (Meg),NM1,Australian/New Zealand Tournament 7 Summer Round of 32,1-∞
,544334,xi - Evolve Cybernation [Extra] (NewRulerNA),NM2,Australian/New Zealand Tournament 7 Summer Round of 32,1-∞
,1252022,YUC'e - Future Cider [Duplication] (Sing),NM3,Australian/New Zealand Tournament 7 Summer Round of 32,1-∞
,145669,EZFG - Hurting for a Very Hurtful Pain [Dance] (tutuhaha),NM4,Australian/New Zealand Tournament 7 Summer Round of 32,1-∞
,716020,penoreri - Everlasting Message [Nathan's GRAVITY] (Azer),NM5,Australian/New Zealand Tournament 7 Summer Round of 32,1-∞
,1684136,KOKOMI - Seikyou no Igreja [Pulchra mortuus est] (IceKalt),HD1,Australian/New Zealand Tournament 7 Summer Round of 32,1-∞
,49866,IOSYS - Captain Murasa's Ass Anchor [Ketsu Ankaa] (Mafiamaster),HD2,Australian/New Zealand Tournament 7 Summer Round of 32,1-∞
,1465195,Nekomata Master+ - Funny shuffle [Extreme] (lcfc),HD3,Australian/New Zealand Tournament 7 Summer Round of 32,1-∞
,2115970,SHK - Violet Perfume [SHD] (ktgster),HR1,Australian/New Zealand Tournament 7 Summer Round of 32,1-∞
,720038,IOSYS - Murasame UNITED: The Unbelievable Alice Assault [Gensokyo Gang] (EvilElvis),HR2,Australian/New Zealand Tournament 7 Summer Round of 32,1-∞
,519318,ginkiha - anemol [aminal] (HanzeR),HR3,Australian/New Zealand Tournament 7 Summer Round of 32,1-∞
,1985639,zts - worldenddominator [Dada's Insane] (deetz),DT1,Australian/New Zealand Tournament 7 Summer Round of 32,1-∞
,29368,Flo Rida - Right Round [Rolled] (EEeee),DT2,Australian/New Zealand Tournament 7 Summer Round of 32,1-∞
,1633678,Mitsuki Kotono - Fuyu ni Saku Hana [Insane] (Garden),DT3,Australian/New Zealand Tournament 7 Summer Round of 32,1-∞
,1705537,witch's slave - artefatto vita [Natural Disaster] (Icekalt),TB,Australian/New Zealand Tournament 7 Summer Round of 32,1-∞
,,,,,
,1900365,Kurosaki Maon - Setsuna no Kajitsu [captin lfj's Paradise] (jonathanlfj),NM1,Australian/New Zealand Tournament 7 Summer Round of 16,1-∞
,1439240,wa. - Black Lotus [Florescence] (Realazy),NM2,Australian/New Zealand Tournament 7 Summer Round of 16,1-∞
,1955676,siromaru + cranky - conflict [Encounter] (Icekalt),NM3,Australian/New Zealand Tournament 7 Summer Round of 16,1-∞
,1972244,t+pazolite - Oshama Scramble! [Jean-Mi's MASTER] (DTM9 Nowa),NM4,Australian/New Zealand Tournament 7 Summer Round of 16,1-∞
,1682831,kamome sano Electric Orchestra - FIN4LE ~Shuushisen no Kanata e~ [Mordred's INFINITE] (R3m),NM5,Australian/New Zealand Tournament 7 Summer Round of 16,1-∞
,1844892,Tatsh - Lunatic Tears... (Tatsh Remix) [Vintage] (Dada),HD1,Australian/New Zealand Tournament 7 Summer Round of 16,1-∞
,1884850,HinoIsuka - Mechanical Jager [MEGA] (Livia),HD2,Australian/New Zealand Tournament 7 Summer Round of 16,1-∞
,1023481,C-Show - PANIC HOLIC (VIP) [Regou's Extra] (Frey),HD3,Australian/New Zealand Tournament 7 Summer Round of 16,1-∞
,2154182,Feryquitous - Ordirehv [Extra] (JeZag),HR1,Australian/New Zealand Tournament 7 Summer Round of 16,1-∞
,2067296,Brandy - Cross Time !! [captin's Extra] (Leader),HR2,Australian/New Zealand Tournament 7 Summer Round of 16,1-∞
,2269189,Kitamura Eri - STARLET SEEKER [Extra] (CoLouRed GlaZeE),HR3,Australian/New Zealand Tournament 7 Summer Round of 16,1-∞
,1868803,chelly - Calc. [Insane] (Delis),DT1,Australian/New Zealand Tournament 7 Summer Round of 16,1-∞
,556162,Mayumi Morinaga - Affection feat. Another Infinity [Smile] (Evil_Twilight),DT2,Australian/New Zealand Tournament 7 Summer Round of 16,1-∞
,944709,FELT - Story [Lunatic] (Yohanes),DT3,Australian/New Zealand Tournament 7 Summer Round of 16,1-∞
,779179,Demetori - Kuuchuu ni Shizumu Kishinjou ~ Counter-Clock World [Extra Stage] (GoldenWolf),TB,Australian/New Zealand Tournament 7 Summer Round of 16,1-∞
,,,,,
,1225022,96Neko - Uso No Hibana [Corrupt Emotions] (Depths),NM1,Australian/New Zealand Tournament 7 Summer Quarterfinals,1-∞
,484036,Ryu* - Sakura Mirage [ULTRA] (Priti),NM2,Australian/New Zealand Tournament 7 Summer Quarterfinals,1-∞
,1566520,yuikonnu x sana - Fuzzy Future [kwk's Extra] (Aeril),NM3,Australian/New Zealand Tournament 7 Summer Quarterfinals,1-∞
,2034284,Zekk - SUMMER [Paradise] (Typ4),NM4,Australian/New Zealand Tournament 7 Summer Quarterfinals,1-∞
,718032,penoreri - Everlasting Message [GRAVITY] (ktgster),NM5,Australian/New Zealand Tournament 7 Summer Quarterfinals,1-∞
,1935864,"sasakure.UK - Sennen to Rasen, Chiru Mono o feat. Sui [Descent] (Kalibe)",NM6,Australian/New Zealand Tournament 7 Summer Quarterfinals,1-∞
,2152484,"Yorushika - Yuunagi, Bou, Hana Madoi [Collab Extra] (Deca)",HD1,Australian/New Zealand Tournament 7 Summer Quarterfinals,1-∞
,1580728,Koronba - Iwashi ga Tsuchi kara Haete Kurunda [Sardine] (Damnjelly),HD2,Australian/New Zealand Tournament 7 Summer Quarterfinals,1-∞
,2013876,Tatsh - Xevel -Platinum Long Ver- [Songs of Israfel] (Jace),HD3,Australian/New Zealand Tournament 7 Summer Quarterfinals,1-∞
,1802225,Giga - BRING IT ON [Extra] (Testo),HD4,Australian/New Zealand Tournament 7 Summer Quarterfinals,1-∞
,1191349,sky_delta - Grenade [Ex] (Nanashima Asami),HR1,Australian/New Zealand Tournament 7 Summer Quarterfinals,1-∞
,1184609,Hiroyuki Sawano - BLOWIN' [Challenge] (ktgster),HR2,Australian/New Zealand Tournament 7 Summer Quarterfinals,1-∞
,254296,Rohi - Kanata ni Mau wa Sakura no Shirabe [Skystar's Extra] (NatsumeRin),HR3,Australian/New Zealand Tournament 7 Summer Quarterfinals,1-∞
,116128,07th Expansion - rog-unlimitation [AngelHoney] (AngelHoney),HR4,Australian/New Zealand Tournament 7 Summer Quarterfinals,1-∞
,139649,Hatsune Miku - Marionette no Kairaku [Controllable] (rui),DT1,Australian/New Zealand Tournament 7 Summer Quarterfinals,1-∞
,175397,Pendulum - Crush (Radio Edit) [Insane] (JauiPlaY),DT2,Australian/New Zealand Tournament 7 Summer Quarterfinals,1-∞
,969420,sana - cantabile [Skyline] (Zero__wind),DT3,Australian/New Zealand Tournament 7 Summer Quarterfinals,1-∞
,325209,Aki - Wanna Be My Dream [Insane] (Lortus),DT4,Australian/New Zealand Tournament 7 Summer Quarterfinals,1-∞
,1961046,Emille's Moonlight Serenade - Kimi no Na wo Hibikasete [a promise beyond the sky] (Senseabel),TB,Australian/New Zealand Tournament 7 Summer Quarterfinals,1-∞
,,,,,
,1474012,UNDEAD CORPORATION - Yoru Naku Usagi wa Yume o Miru [Madness] (MaridiuS),NM1,Australian/New Zealand Tournament 7 Summer Semifinals,1-∞
,847199,xi - Aragami [extrA] (Chloe),NM2,Australian/New Zealand Tournament 7 Summer Semifinals,1-∞
,1973805,DECO*27 - Relationship Scramble feat. Hatsune Miku [I was jealous.] (Asaiga),NM3,Australian/New Zealand Tournament 7 Summer Semifinals,1-∞
,2103267,"Uinyasu, Occhoko Bunny - Aa Kenran no Yume ga Gotoku (Epsilon Remix) [Flower Dance] (deadcode)",NM4,Australian/New Zealand Tournament 7 Summer Semifinals,1-∞
,1939636,Demetori - Hartmann no Youkai Shoujo ~ Todestrieb und Lebenstrieb [Extra Stage] (celerih),NM5,Australian/New Zealand Tournament 7 Summer Semifinals,1-∞
,66246,Basshunter - Ievan Polkka Trance Remix [BeuKirby] (Teara),NM6,Australian/New Zealand Tournament 7 Summer Semifinals,1-∞
,128132,TOMOSUKE - Macuilxochitl [Extreme] (Sprosive),HD1,Australian/New Zealand Tournament 7 Summer Semifinals,1-∞
,281390,Seiryu - Ultramarine [fanzhen's Extra] (RLC),HD2,Australian/New Zealand Tournament 7 Summer Semifinals,1-∞
,28068,Dschinghis Khan - Moskau [Hito Mode] (RemmyX25),HD3,Australian/New Zealand Tournament 7 Summer Semifinals,1-∞
,1229863,"mafumafu - Yuugure Semi Nikki [mawaru, mawaru] (Axarious)",HD4,Australian/New Zealand Tournament 7 Summer Semifinals,1-∞
,1025210,t+pazolite - Burning Sunset [Until Dawn] (Anti-),HR1,Australian/New Zealand Tournament 7 Summer Semifinals,1-∞
,140390,Megurine Luka - Blue Amber [Upari] (-Upari),HR2,Australian/New Zealand Tournament 7 Summer Semifinals,1-∞
,1419975,monet - Noborenai Sakamichi [Hill of Sunflowers] (Mirash),HR3,Australian/New Zealand Tournament 7 Summer Semifinals,1-∞
,2209218,t+pazolite - Say Hello to HOLLOWood feat. Akagawa Nene [Extra] (hhjkl),HR4,Australian/New Zealand Tournament 7 Summer Semifinals,1-∞
,86266,GUMI - PANDA HERO [Insane] (gowww),DT1,Australian/New Zealand Tournament 7 Summer Semifinals,1-∞
,338862,Utagumi Setsugekka - Yumemi Sunrise [Insane] (Zweib),DT2,Australian/New Zealand Tournament 7 Summer Semifinals,1-∞
,1528970,Tsukiko - Hotarubi [Collab Lunatic] (Mirash),DT3,Australian/New Zealand Tournament 7 Summer Semifinals,1-∞
,2255707,Emiru no Aishita Tsukiyo ni Dai San Gensou Kyoku wo - ito [Insane] (Lasse),DT4,Australian/New Zealand Tournament 7 Summer Semifinals,1-∞
,1542373,"RoughSketch feat. DD ""Nakata"" Metal - Booths of Fighters (Camellia's ""Barrage of Flurries"" Remix) [Enter the Booth] (LowComboFC)",TB,Australian/New Zealand Tournament 7 Summer Semifinals,1-∞
,,,,,
,1810154,BUTAOTOME - Mesen [EXPERT] (BarkingMadDog),NM1,Australian/New Zealand Tournament 7 Summer Finals,1-∞
,749780,ARForest - Metheus [Vitality] (just click),NM2,Australian/New Zealand Tournament 7 Summer Finals,1-∞
,1806531,Diao Ye Zong feat. Meramipop - Ibun 'Seigi no Mikata' [Colored Leaves] (IceKalt),NM3,Australian/New Zealand Tournament 7 Summer Finals,1-∞
,1002857,LULICO vs. LOLIPO - We Hate Touhou [Akali's Tuck Fouhou] (Raikozen),NM4,Australian/New Zealand Tournament 7 Summer Finals,1-∞
,1313816,Street - Sakura Fubuki (Ata Remix) [Bliss] (Zel),NM5,Australian/New Zealand Tournament 7 Summer Finals,1-∞
,1809913,M2U - The back of Beyond [Spring] (yaspo),NM6,Australian/New Zealand Tournament 7 Summer Finals,1-∞
,1395749,USAO - BroGamer [Avena's Ultra] (Arrival),HD1,Australian/New Zealand Tournament 7 Summer Finals,1-∞
,413428,guna with team kyukkyu - subconsciousness [Another] (Snow Note),HD2,Australian/New Zealand Tournament 7 Summer Finals,1-∞
,1216439,ginkiha - eastward [Oriental Winds] (Xilver),HD3,Australian/New Zealand Tournament 7 Summer Finals,1-∞
,2039544,Imperial Circus Dead Decadence - Shinbatsu o Tadori Kyoukotsu ni Itaru [Mun's Expert] (Kite),HD4,Australian/New Zealand Tournament 7 Summer Finals,1-∞
,951702,Akiyama Uni - Kokorokirou Hayashi(Short Version) [Extra] (09kami),HR1,Australian/New Zealand Tournament 7 Summer Finals,1-∞
,1632912,Sakuzyo - FAFNIR [Expert] (Sulfur),HR2,Australian/New Zealand Tournament 7 Summer Finals,1-∞
,235880,Yousei Teikoku - Zetsubou plantation [Zetsubou!] (Saten),HR3,Australian/New Zealand Tournament 7 Summer Finals,1-∞
,1434424,m108 - XIII Charlotte [yumenother] (Cherry Blossom),HR4,Australian/New Zealand Tournament 7 Summer Finals,1-∞
,1728826,KOKOMI - Seikyou no Igreja [Insane] (IceKalt),DT1,Australian/New Zealand Tournament 7 Summer Finals,1-∞
,355510,Uchida Aya - Blueberry Train [Insane] (Fycho),DT2,Australian/New Zealand Tournament 7 Summer Finals,1-∞
,139221,Bilibili Douga - Night of Feifan Brother [Feifan Bro] (Lan wings),DT3,Australian/New Zealand Tournament 7 Summer Finals,1-∞
,1513230,dark cat - BUBBLE TEA (feat. juu & cinders) [Insane] (Regou),DT4,Australian/New Zealand Tournament 7 Summer Finals,1-∞
,1847043,Camellia - Energy*Drinko Fein-chan! ('MONSTERISTIC' Dempa Machinegun Psystyle Remix) [C8H10N4O2] (RLC),TB,Australian/New Zealand Tournament 7 Summer Finals,1-∞
,,,,,
