ID,Mod
157582,NM1
111680,NM2
167683,NM2
50712,NM3
93981,NM4
47359,NM1
75733,NM2
104842,NM3
164432,NM4
58239,NM1
34625,NM2
23943,NM3
33736,NM4
89428,NM1
134855,NM2
85494,NM3
16722,NM4
42152,NM1
55437,NM2
87764,NM3
53627,NM4
168666,NM1
16266,NM2
110347,NM3
42793,NM4
104945,NM1
132466,NM2
85852,NM3
38426,NM4
2332234,NM1
1853547,NM2
2422801,NM3
2303727,NM4
2270652,NM1
106033,NM2
427455,NM3
2416428,NM4
286615,NM1
1703567,NM3
2198452,NM4
1604097,NM1
158123,NM2
1148549,NM3
809470,NM4
1636104,NM1
1258101,NM3
1670005,NM4
1168783,NM2
745238,NM4
1130326,NM1
215355,NM2
1775314,NM3
2364743,NM4
2157973,NM1
1860763,NM2
1822965,NM2
1865253,NM3
1188840,NM4
2428727,NM1
1848810,NM3
1055997,NM1
1577423,NM3
824329,NM4
1750069,NM3
2361635,NM1
1714161,NM2
1740834,NM3
1876287,NM4
2028973,NM4
2528370,NM2
2143344,NM3
2446006,NM4
1734494,NM3
1128426,NM4
2103821,NM1
2473365,NM4
2256044,NM1
897279,NM2
2258127,NM1
281568,NM2
1637465,NM2
2651083,NM3
1594728,NM4
1372222,NM1
822938,NM3
2637488,NM1
1139752,NM1
733963,NM2
1836851,NM4
1320129,NM1
2394997,NM2
2535968,NM3
2129097,NM4
2588365,NM1
2348349,NM2
1603596,NM3
1804058,NM4
2414511,NM1
2248448,NM3
421743,NM4
2295152,NM1
1639315,NM4
1843231,NM3
1824960,NM4
1829505,NM1
523376,NM2
1572141,NM3
2293676,NM4
934014,NM2
1849148,NM3
2111383,NM4
1023355,NM2
2476527,NM4
1713461,NM2
2296799,NM3
2224372,NM4
2423209,NM1
1417513,NM3
2359478,NM4
2067859,NM1
2447685,NM2
1062720,NM3
2428598,NM4
2332429,NM2
2442088,NM3
2340228,NM4
1559618,NM1
1723711,NM2
2070999,NM3
2535968,NM4
2708960,NM3
2136959,NM3
1125231,NM4
2096355,NM1
2130516,NM3
2267541,NM4
665721,NM2
1464221,NM3
2028583,NM4
1957283,NM1
2361457,NM3
976980,NM4
1049962,NM1
1476104,NM3
386760,NM2
1652184,NM3
2296800,NM4
168031,NM4
2389725,NM1
1722775,NM4
2708972,NM4
1324163,NM1
2163407,NM2
2496766,NM3
1294192,NM1
320180,NM2
1979370,NM3
1399911,NM1
854741,NM2
1634370,NM3
1423986,NM1
639119,NM2
647519,NM3
1156288,NM4
2458833,NM1
187410,NM3
1753257,NM4
689290,NM1
1696541,NM4
2295053,NM3
1115112,NM4
1790104,NM1
2187624,NM3
719001,NM2
1222034,NM4
1908522,NM1
496121,NM2
1145829,NM3
2015158,NM4
693181,NM1
2040105,NM2
1600995,NM3
1485744,NM1
757386,NM2
1742530,NM3
2060558,NM4
991043,NM1
147370,NM2
643565,NM3
1525129,NM4
1321786,NM1
1514771,NM2
1505919,NM3
1744010,NM4
1089478,NM1
1620228,NM2
952576,NM3
1966765,NM4
1575968,NM1
1046499,NM2
1462834,NM3
1310291,NM4
2043178,NM1
1938365,NM2
969943,NM4
2276179,NM1
243487,NM2
716398,NM3
2247589,NM1
2020375,NM3
2276025,NM3
2394332,NM1
2522864,NM2
2137778,NM3
1013338,NM4
1240583,NM1
2223096,NM4
1315878,NM3
2676534,NM1
2376713,NM3
2240403,NM1
783867,NM2
1521481,NM3
2159327,NM4
1175500,NM1
2123262,NM4
490113,NM1
2377851,NM1
1672513,NM3
1009021,NM4
716398,NM4
786379,NM2
1538272,NM3
1432320,NM4
1682101,NM1
1115206,NM1
528959,NM2
2244254,NM3
1456417,NM4
1306399,NM3
2445272,NM1
2520609,NM3
1099747,NM1
281632,NM2
2328071,NM4
1014449,NM2
1717644,NM3
2708957,NM4
465548,NM1
2692384,NM2
2517999,NM3
1257855,NM4
371325,NM1
2144183,NM2
2241458,NM3
1726062,NM4
1960329,NM1
153891,NM2
2416430,NM3
129489,NM4
753001,NM1
2129750,NM3
2323863,NM4
2055843,NM1
2493468,NM3
35010,NM4
837877,NM1
845391,NM2
2484271,NM4
1301069,NM1
2134906,NM3
1248700,NM1
2618028,NM1
2561807,NM2
2615879,NM3
2225237,NM2
2455153,NM3
1178554,NM4
1290788,NM1
705111,NM2
2442117,NM3
1736830,NM1
1069933,NM2
2621146,NM3
763289,NM4
2280910,NM1
2337780,NM3
2074994,NM4
1400367,NM1
1408381,NM2
2039839,NM3
2439074,NM4
1801586,NM1
2293236,NM3
2700747,NM4
1172171,NM1
983645,NM2
1715921,NM4
1849148,NM4
2362655,NM3
1603080,NM4
1655167,NM1
1918328,NM4
1973805,NM4
1732533,NM1
1156536,NM4
2667881,NM1
2670759,NM2
2465287,NM3
2670817,NM4
2680248,NM2
2680283,NM3
2680328,NM4
2689633,NM1
2689713,NM2
2633136,NM3
2689434,NM4
2699190,NM1
2699196,NM2
2699135,NM3
2699240,NM4
2708955,NM1
2708949,NM2
2708946,NM3
2708950,NM4
2719302,NM1
2719284,NM2
2651784,NM3
2719485,NM4
1965652,NM1
281914,NM3
1741529,NM4
2126375,NM1
1405094,NM3
244691,NM1
2425180,NM3
1985430,NM4
2306843,NM4
216587,NM2
2220267,NM4
1141598,NM1
142772,NM2
1093661,NM3
2003514,NM4
941100,NM1
1215683,NM2
1042342,NM3
264261,NM4
544136,NM1
1246807,NM3
2021526,NM2
1963382,NM3
1652184,NM4
1229631,NM1
1323758,NM2
1018247,NM3
1191831,NM4
646087,NM1
1505285,NM2
1058995,NM3
952183,NM4
2644430,NM3
442037,NM4
2648752,NM4
2557886,NM3
2594285,NM4
2559558,NM1
2605902,NM3
2715370,NM1
2323381,NM1
1373874,NM2
613823,NM4
1618099,NM1
2061191,NM2
119238,NM3
2220535,NM4
2283680,NM2
1176958,NM3
2557665,NM1
2504554,NM2
2595876,NM3
1602397,NM4
1387233,NM2
1618872,NM3
2135058,NM4
2285354,NM1
1780118,NM2
2431393,NM3
682956,NM1
1863246,NM2
2592030,NM3
2251947,NM4
1727264,NM1
1754360,NM2
1600778,NM3
1845341,NM4
2116001,NM1
124512,NM2
1763943,NM3
1907437,NM4
1461560,NM3
1437419,NM4
523661,NM1
381928,NM2
996731,NM4
1553352,NM1
1419909,NM2
1345731,NM1
808343,NM2
2377855,NM3
1292224,NM4
1121252,NM1
2617259,NM2
1946200,NM3
1816843,NM4
2234671,NM1
2387070,NM2
1993127,NM3
1930514,NM4
648072,NM1
2691230,NM2
270980,NM3
2314613,NM4
2106385,NM1
568565,NM2
2377681,NM3
1951214,NM4
1972181,NM1
1688906,NM2
2250658,NM3
2330589,NM4
901137,NM1
806856,NM2
908183,NM3
1682894,NM4
1605312,NM3
1963977,NM4
1836239,NM3
2577810,NM4
2260846,NM3
2087044,NM4
2089695,NM4
2411125,NM1
2588797,NM3
2003682,NM1
1891490,NM3
2177100,NM4
2483209,NM1
1906106,NM2
2689525,NM3
2645666,NM4
2540649,NM1
2092293,NM3
2380608,NM4
1962655,NM1
2427563,NM3
2486052,NM4
2675756,NM1
1646696,NM1
1083206,NM2
2385728,NM3
567233,NM4
2433309,NM1
1739636,NM4
2104754,NM1
2251000,NM3
2621468,NM1
2574593,NM3
2542628,NM4
2598804,NM2
2437708,NM3
1938335,NM3
2633668,NM4
2668591,NM3
2590221,NM1
2518737,NM2
1862523,NM3
1315878,NM4
1081885,NM1
2420241,NM3
2595199,NM4
2017163,NM1
1345661,NM3
2195984,NM4
1327000,NM1
842512,NM3
2686352,NM4
722934,NM1
1046977,NM4
763520,NM1
1570432,NM2
2153280,NM4
849410,NM2
2477065,NM2
1120184,NM3
1444358,NM4
2607149,NM1
2732587,NM2
2645666,NM3
2485000,NM1
2680853,NM2
1126317,NM4
2247588,NM1
2480417,NM3
1726478,NM4
682994,NM4
1804048,NM1
1849134,NM3
1945032,NM4
2569284,NM4
1632051,NM3
2574593,NM4
1854558,NM3
2747886,NM4
2332963,NM1
2305315,NM3
2028397,NM4
1003866,NM3
1104818,NM4
2574916,NM4
1879954,NM1
2659349,NM3
2198951,NM4
2719388,NM1
2479006,NM4
2685141,NM1
2430730,NM3
2199070,NM4
2579124,NM1
2362076,NM3
1990317,NM4
18577,NM1
1050582,NM2
1794298,NM3
2684033,NM1
2220926,NM3
2227418,NM4
2078195,NM1
1011046,NM2
1961029,NM1
2708972,NM3
1938335,NM4
2194622,NM1
2077119,NM2
2367232,NM4
2768155,NM3
2699135,NM4
1001573,NM1
not submitted,NM2
1282279,NM1
1733764,NM2
800502,NM4
2096800,NM1
987514,NM3
306934,NM4
2034588,NM3
1875396,NM1
1475812,NM3
1417945,NM1
2047528,NM4
2373544,NM1
2535584,NM1
1615502,NM3
2750909,NM1
2196456,NM1
2411485,NM2
2363847,NM3
2640443,NM4
2680792,NM3
847386,NM1
1756216,NM3
2596847,NM4
2540648,NM1
2442178,NM3
2415132,NM4
1435677,NM1
146610,NM3
2342037,NM1
1983241,NM3
2666993,NM4
2297302,NM1
1253062,NM3
2167873,NM4
2657558,NM1
2572531,NM3
1124857,NM1
2633689,NM2
2545390,NM3
2520609,NM4
2784409,NM3
2061081,NM4
2777404,NM1
2496838,NM2
2700747,NM3
2731945,NM4
2598933,NM1
2476072,NM2
2148625,NM3
2131582,NM4
2750537,NM2
2506968,NM3
2751487,NM4
2772466,NM2
2476568,NM3
2531431,NM4
2785199,NM2
2701912,NM3
2724800,NM4
2498628,NM1
2670817,NM3
2592046,NM4
2692721,NM1
2768528,NM4
2461784,NM1
2659369,NM2
2349438,NM4
2725845,NM4
2478036,NM1
2722429,NM3
2034488,NM3
2095041,NM4
932400,NM1
2809229,NM2
2610932,NM3
1462834,NM4
2172628,NM3
1748071,NM1
1762322,NM4
2529041,NM3
1724396,NM4
611363,NM1
1662095,NM3
2197839,NM1
1481207,NM3
2108885,NM4
1536489,NM1
1701907,NM2
2519797,NM3
1321943,NM4
1936561,NM3
2144226,NM2
344709,NM3
2148690,NM3
1938201,NM4
2258888,NM1
2833172,NM2
1581508,NM3
1734156,NM4
1459734,NM1
1519914,NM3
1610215,NM4
1152893,NM2
1896581,NM3
2022378,NM4
2220926,NM4
1659770,NM4
1804239,NM1
1930332,NM3
1697753,NM4
2056031,NM1
1932689,NM3
1530772,NM1
1455320,NM2
1974177,NM4
1761351,NM1
1660602,NM2
1483226,NM3
1587275,NM1
820336,NM3
1426038,NM4
1204535,NM1
1770552,NM2
2320454,NM3
1234400,NM4
1656870,NM1
261725,NM2
1459462,NM3
1782567,NM4
968814,NM1
870566,NM2
1971416,NM3
2003510,NM4
1116417,NM2
1878931,NM3
2107209,NM4
1895993,NM1
248501,NM2
2057654,NM3
2414418,NM4
2136080,NM1
735377,NM2
1208032,NM4
1413224,NM2
1217021,NM4
2382179,NM1
2318384,NM4
1462801,NM4
2404820,NM4
1863201,NM2
2386199,NM3
2084319,NM1
2797260,NM1
1921261,NM3
2363005,NM1
2681313,NM2
2197297,NM3
1113343,NM4
2831724,NM2
2596103,NM3
2659377,NM1
2785316,NM4
1856461,NM3
2621145,NM4
1294744,NM4
1727589,NM1
2636826,NM3
1744644,NM1
1232039,NM2
2592747,NM4
840538,NM1
813331,NM2
1660763,NM3
971086,NM4
661243,NM1
2771080,NM2
2666376,NM4
1055818,NM1
2006080,NM3
1754511,NM3
799166,NM1
2680834,NM4
2497273,NM1
1766668,NM2
2521711,NM1
2531431,NM3
679779,NM1
2242807,NM3
2543595,NM1
529870,NM3
1891907,NM3
1463294,NM4
2529006,NM1
1056128,NM3
1966224,NM1
1917144,NM2
1921070,NM4
799724,NM2
1476104,NM4
1403318,NM1
1518059,NM2
1382561,NM3
1660932,NM4
435677,NM2
969324,NM1
697187,NM2
1726478,NM3
2594547,NM3
1018115,NM1
2793277,NM2
1437419,NM3
1695344,NM4
2459904,NM1
1847560,NM1
1884623,NM3
1578351,NM4
2675202,NM3
2803777,NM4
2728312,NM1
2711069,NM3
2735574,NM2
2730029,NM3
2042954,NM1
1458529,NM3
1121578,NM4
1171696,NM1
1392666,NM4
1208335,NM1
1983436,NM1
2443950,NM2
701033,NM3
2785319,NM4
1158221,NM4
2588321,NM3
2784430,NM1
2765068,NM2
2797865,NM2
2590503,NM3
2305317,NM4
2005865,NM3
1430822,NM4
2819791,NM2
2965875,NM3
2368235,NM4
2708442,NM1
2732588,NM2
2768155,NM4
2659368,NM2
2717891,NM3
2295254,NM4
2853674,NM2
2781671,NM3
2855075,NM4
2819021,NM1
2793268,NM4
908093,NM4
2446006,NM3
2132486,NM1
2881619,NM2
2655469,NM3
2708961,NM4
2826730,NM2
2449759,NM2
879312,NM3
2419749,NM2
1135897,NM3
1171316,NM4
2651786,NM4
2477047,NM2
2453247,NM3
2395149,NM4
1377739,NM3
884089,NM2
1795003,NM4
2535967,NM3
2489209,NM4
2587024,NM1
2123820,NM4
1246110,NM1
2734059,NM4
2137778,NM4
2708960,NM4
2220146,NM1
2185879,NM2
327262,NM3
2610932,NM4
2363831,NM1
1055190,NM3
2034488,NM4
2608770,NM1
2622409,NM3
818370,NM4
2659378,NM1
2784412,NM3
2703869,NM1
2595654,NM4
2742986,NM1
2733519,NM2
1411794,NM3
1068592,NM4
2248408,NM4
904077,NM3
608617,NM1
2645464,NM4
1438557,NM4
1227415,NM1
1922693,NM3
2610929,NM4
2519013,NM3
1040424,NM4
2736040,NM2
1419975,NM3
2735463,NM3
2311510,NM4
2618287,NM1
2893329,NM2
1434351,NM3
1850948,NM1
2323943,NM4
2918272,NM2
2692632,NM3
2379722,NM4
2777125,NM1
2569284,NM3
2623950,NM4
2524042,NM1
2856401,NM2
2846548,NM3
2471632,NM2
2303942,NM4
2710347,NM1
2519013,NM4
735403,NM1
2680344,NM2
2141331,NM3
2668905,NM4
2831735,NM1
2265852,NM3
2835894,NM4
2882313,NM4
2719875,NM1
2733296,NM3
2680280,NM1
2848898,NM3
2828902,NM3
2768157,NM4
2657557,NM1
2196329,NM2
833389,NM3
1077604,NM4
2136959,NM4
2563869,NM3
1501737,NM4
2261208,NM1
2509702,NM4
2764088,NM2
2593243,NM3
2736518,NM3
1978196,NM4
1086052,NM2
2663197,NM3
2462245,NM4
2840740,NM1
3087146,NM4
2733296,NM4
2480417,NM4
2948669,NM2
2970030,NM2
2961607,NM4
2981463,NM2
2305315,NM4
2785615,NM1
2379722,NM3
2680501,NM2
2853827,NM3
2316008,NM3
2335553,NM1
2636406,NM2
2521073,NM3
2692632,NM4
2155550,NM2
1856461,NM4
2785316,NM3
2736518,NM4
2731139,NM3
2457461,NM4
2955445,NM2
2673273,NM3
2663197,NM4
803121,NM1
1306399,NM2
2943621,NM3
1657285,NM1
2956919,NM3
2969095,NM4
2745957,NM4
2540002,NM1
2994682,NM2
827926,NM3
1299008,NM4
3008694,NM2
1985100,NM3
3019994,NM1
3020246,NM4
3020230,NM2
3020554,NM3
1935880,NM4
2705665,NM1
2616327,NM2
2153771,NM3
1586083,NM4
2250471,NM3
2840490,NM4
2615377,NM1
2189610,NM2
2470619,NM4
2799753,NM1
2725800,NM2
2868388,NM4
2843144,NM1
2752177,NM2
2625389,NM4
904742,NM4
1817304,NM1
1290123,NM1
2868387,NM4
2442088,NM4
2048601,NM1
978774,NM2
2928050,NM3
2182118,NM4
2486052,NM3
2469246,NM4
1612832,NM1
903737,NM2
2493547,NM1
2551412,NM1
2533116,NM3
2402482,NM4
2875960,NM1
2593365,NM2
2955648,NM3
2731512,NM4
1575173,NM1
1665868,NM2
1850085,NM3
2610929,NM3
2465287,NM4
2646355,NM1
1538480,NM3
1052871,NM1
2473466,NM3
2322888,NM1
2230996,NM1
977875,NM2
2238336,NM3
2192351,NM1
2606880,NM2
522992,NM3
923389,NM4
1971717,NM4
2222845,NM2
2881524,NM2
2683872,NM3
1219210,NM4
1567816,NM1
1681360,NM2
2382647,NM1
2540332,NM2
2725845,NM3
2442178,NM4
1984424,NM4
1540269,NM1
1634985,NM2
1872562,NM1
2082008,NM2
2015527,NM3
2345637,NM4
842320,NM1
2874944,NM2
2271628,NM4
2726346,NM1
2281410,NM2
2458212,NM3
2245304,NM4
2932554,NM1
1804553,NM2
2388297,NM3
1780725,NM4
2455776,NM2
821238,NM3
2797157,NM4
820737,NM1
2729414,NM3
1586427,NM4
2449190,NM1
2907463,NM2
2791096,NM4
2918146,NM2
2916573,NM4
2070594,NM1
1499108,NM2
2893305,NM3
2946457,NM4
2946886,NM2
1883952,NM4
2962206,NM1
2969484,NM2
2961640,NM4
2328510,NM4
2649062,NM1
1269449,NM3
2810141,NM4
2295348,NM1
368261,NM2
1972989,NM3
2708980,NM4
2534391,NM1
127313,NM2
1491819,NM3
2142695,NM4
2104699,NM1
909157,NM1
2708970,NM4
2988239,NM1
2895842,NM2
2508933,NM3
2104299,NM1
2936071,NM3
2374190,NM4
3019183,NM1
2921554,NM4
1883745,NM1
1218544,NM1
1714884,NM4
641071,NM2
2096523,NM3
1875484,NM4
565930,NM1
1191831,NM3
2621146,NM4
2719427,NM3
2046771,NM4
2608457,NM2
2720001,NM3
1557405,NM4
1804913,NM1
850992,NM2
2528358,NM3
1707319,NM1
1365017,NM4
625507,NM2
438456,NM1
1007038,NM4
1133671,NM1
2905806,NM2
2784412,NM4
2616989,NM1
1158221,NM3
2603038,NM4
2904852,NM2
2145701,NM3
2816020,NM2
2943252,NM3
2633136,NM4
2947175,NM1
2954864,NM2
2369574,NM4
2970762,NM2
1888712,NM3
2953828,NM2
2202545,NM1
2699245,NM2
2850073,NM4
2815033,NM4
2763055,NM1
324784,NM2
2339243,NM4
2623008,NM3
2732602,NM4
2948446,NM2
2226504,NM4
2854589,NM3
2187624,NM4
2511144,NM1
566829,NM2
824359,NM3
2464763,NM1
2899195,NM2
2346184,NM1
2947821,NM3
2622415,NM3
2659353,NM4
3103467,NM1
2773954,NM3
3119680,NM4
2967165,NM1
2208939,NM3
2917972,NM4
2694184,NM1
2955078,NM3
2689519,NM1
3046849,NM2
2985706,NM3
2636964,NM4
2301348,NM1
1545078,NM4
2708956,NM4
2760729,NM1
3036867,NM2
2394336,NM1
2691208,NM4
1055052,NM1
2661624,NM2
2915338,NM4
1166289,NM3
2844308,NM4
2842243,NM1
3076939,NM2
2987037,NM3
2024333,NM4
2648402,NM1
3008936,NM2
2703486,NM1
3059194,NM3
1303641,NM1
2418554,NM4
3044911,NM2
2385728,NM4
2659724,NM1
990396,NM4
2311647,NM1
2943621,NM2
3114980,NM1
2457461,NM3
2257502,NM2
2716344,NM1
1950959,NM4
2389623,NM1
3056724,NM2
2866206,NM3
2954718,NM4
3007195,NM1
3069423,NM4
3082607,NM3
3081546,NM1
2596847,NM3
2722429,NM4
2778208,NM1
2161658,NM3
2952884,NM3
2896717,NM4
2979585,NM3
2719386,NM1
3082675,NM2
3092421,NM2
1885112,NM3
2635397,NM1
637391,NM4
2883760,NM1
2756144,NM3
1014879,NM4
3106044,NM3
2831915,NM4
2502505,NM4
2082007,NM2
2992795,NM3
3168035,NM1
2800904,NM3
3048737,NM4
2663016,NM4
2637339,NM1
2965623,NM3
923384,NM4
2834295,NM1
2773398,NM1
1731978,NM3
1544689,NM4
2221510,NM2
2894718,NM3
1377739,NM4
2568969,NM1
248991,NM3
2300237,NM4
2907162,NM1
1605312,NM2
2731307,NM3
438456,NM4
2042519,NM1
1914735,NM3
2232119,NM4
3024505,NM1
2686386,NM3
3004787,NM4
2829777,NM1
2799073,NM3
2961961,NM4
2873706,NM1
3079776,NM3
2178443,NM1
2777202,NM1
2612742,NM2
2636244,NM3
2599344,NM4
1744742,NM1
952183,NM3
2663020,NM4
2761831,NM1
2686289,NM3
2407999,NM1
1216667,NM3
1997892,NM2
2992705,NM3
2332178,NM4
2811763,NM3
3029722,NM2
1816733,NM3
2587503,NM2
1009363,NM1
2961289,NM3
2394122,NM4
2583616,NM1
3128609,NM2
2224372,NM3
3089374,NM4
3155137,NM1
2677493,NM2
3066436,NM4
3169153,NM1
3168871,NM2
2968055,NM3
3169644,NM4
2753127,NM4
2421424,NM3
2631924,NM4
966034,NM3
1591138,NM4
1476144,NM3
2852271,NM4
1582287,NM2
1702903,NM1
2660097,NM3
2533431,NM4
777074,NM1
803798,NM2
3053795,NM3
2611132,NM4
1102785,NM1
894744,NM2
2547084,NM3
1512807,NM4
3107475,NM3
2928376,NM4
2680826,NM2
2603702,NM4
3131458,NM1
3114360,NM2
1389757,NM4
3156822,NM1
1752817,NM4
3169923,NM2
2740572,NM4
3197548,NM1
1484895,NM3
2708967,NM4
1274583,NM1
3005828,NM2
1232752,NM3
3004561,NM2
2688711,NM4
3045452,NM3
3141740,NM4
3154777,NM2
3196322,NM2
3059216,NM4
2177848,NM1
1885215,NM3
3079723,NM3
1596569,NM3
2846548,NM4
3114804,NM1
3141681,NM2
2867706,NM3
3054350,NM4
3169717,NM2
3169718,NM3
2446698,NM4
3118309,NM2
3141308,NM2
2913034,NM1
3079783,NM3
2269795,NM4
2510298,NM1
2699240,NM3
3143257,NM4
3184713,NM3
1562551,NM4
2009880,NM3
2445848,NM4
1207223,NM1
1498537,NM2
1590460,NM3
2532012,NM3
824359,NM4
3093143,NM1
3170081,NM2
2842819,NM4
2419257,NM1
3069490,NM2
3182614,NM3
3194831,NM1
1950290,NM3
2956919,NM4
3124446,NM3
2608381,NM1
1578351,NM3
2825695,NM1
3129623,NM2
2154182,NM3
1922693,NM4
2890961,NM1
145876,NM2
2828902,NM4
2810175,NM2
1572436,NM3
2802324,NM1
2868387,NM3
2675202,NM4
3360639,NM3
2985706,NM4
2635981,NM4
2530514,NM1
341891,NM2
2766956,NM3
205379,NM4
2108163,NM1
1104057,NM2
3004787,NM3
2447685,NM1
3179908,NM1
3131529,NM2
3182924,NM3
3179910,NM4
2829681,NM1
3126033,NM3
1829794,NM1
2655635,NM2
2153590,NM4
3155868,NM3
3156268,NM4
2161350,NM1
3164314,NM2
1686683,NM1
454024,NM3
2928684,NM1
3192017,NM2
3079740,NM4
3203760,NM1
3206068,NM2
996136,NM3
3204087,NM4
3159026,NM1
2058636,NM4
2219878,NM4
2844390,NM1
3156883,NM4
2982131,NM1
3193021,NM3
3130696,NM4
1984141,NM1
2538865,NM3
2024067,NM4
939072,NM1
3144118,NM2
3207056,NM3
3085953,NM1
3157129,NM2
3263082,NM1
3263098,NM2
3263248,NM3
3263131,NM4
3276259,NM1
3276724,NM2
3276740,NM4
3287700,NM1
3287781,NM2
3287483,NM3
3287875,NM4
3299389,NM1
3299406,NM2
3299411,NM3
3311170,NM1
3310526,NM2
3311309,NM3
3311337,NM4
3322513,NM2
3322521,NM3
3322526,NM4
3333705,NM1
3333669,NM2
3333699,NM3
3333703,NM4
2352087,NM1
1888178,NM4
973546,NM1
2770392,NM1
2908767,NM3
2993189,NM3
3044230,NM4
2102902,NM1
3108159,NM2
2191372,NM4
3047001,NM1
1971718,NM3
1707233,NM4
847977,NM1
250406,NM2
2793268,NM3
1943013,NM4
1680755,NM1
3010637,NM4
3053830,NM1
2929068,NM3
2899404,NM4
1605108,NM1
2585452,NM3
3142494,NM1
3141960,NM2
3142496,NM3
3142502,NM4
3155409,NM1
3155269,NM3
3153693,NM4
3167229,NM1
3168048,NM2
3168353,NM4
3181298,NM1
3181702,NM2
3181309,NM3
3181310,NM4
3193043,NM1
3192865,NM2
3193011,NM3
3193021,NM4
3205755,NM1
3205101,NM2
3205720,NM3
3205635,NM4
3216821,NM1
3216822,NM2
3216836,NM3
3216805,NM4
3229006,NM1
3229017,NM2
3229021,NM3
3229024,NM4
3153603,NM1
3153518,NM2
3153499,NM3
3153799,NM4
3168787,NM1
3168661,NM2
3168373,NM4
3180049,NM2
3180421,NM3
3179973,NM4
3192695,NM1
3192005,NM2
3192283,NM3
3191887,NM4
3205600,NM1
3205535,NM2
3205991,NM3
3215207,NM1
3215636,NM2
3214469,NM3
1166289,NM4
3227490,NM1
3227634,NM2
3228591,NM3
3227488,NM4
3243028,NM1
3242494,NM2
3241947,NM3
3242457,NM4
3252369,NM1
3251854,NM2
3251845,NM3
3253699,NM4
1178554,NM3
2756144,NM1
2894747,NM2
2810175,NM3
3207536,NM2
2599344,NM3
1095566,NM4
1912325,NM3
1566610,NM4
3133842,NM2
2352892,NM4
1540283,NM4
2839123,NM1
3040755,NM1
1907880,NM3
1408950,NM1
2681263,NM3
1417513,NM4
2872154,NM2
2989093,NM3
2808923,NM1
2196768,NM4
3194930,NM1
2601556,NM2
2575572,NM3
1564457,NM4
2526166,NM1
2541684,NM2
2327276,NM1
2438517,NM4
2020385,NM2
1412281,NM3
2395150,NM4
1380717,NM2
2309006,NM3
3003419,NM4
2490611,NM3
2881777,NM1
3143524,NM2
3113436,NM3
2946497,NM3
2330076,NM4
3042270,NM1
2295195,NM3
1862016,NM4
3194470,NM2
2534381,NM4
3073476,NM2
2317802,NM4
2504345,NM3
2909812,NM3
2602090,NM1
2625175,NM3
2471716,NM4
2222669,NM1
848400,NM2
1691360,NM4
1098609,NM4
2609156,NM1
2141880,NM4
1483766,NM4
1349092,NM1
2528621,NM4
1554602,NM1
1206499,NM3
2157587,NM2
2643242,NM3
283509,NM4
863037,NM1
1605451,NM4
785097,NM1
786547,NM2
2590940,NM3
1413524,NM4
942561,NM1
2331417,NM2
1593252,NM1
1994789,NM3
2841054,NM1
157321,NM4
2209731,NM4
3240674,NM3
3325486,NM3
3011678,NM1
3199349,NM2
3088405,NM3
2673273,NM4
3101226,NM1
3196815,NM2
2825422,NM4
803198,NM1
2997757,NM3
1527867,NM4
786842,NM1
2809021,NM2
2461363,NM3
2882382,NM2
2318910,NM3
2882313,NM3
1890080,NM1
1710158,NM3
3181309,NM4
2314157,NM1
3181080,NM3
2843299,NM3
1865095,NM3
2950420,NM1
2486401,NM4
1331324,NM1
3229026,NM3
2778366,NM4
3130522,NM1
3019857,NM3
3073509,NM4
3218068,NM1
3079763,NM3
3154910,NM4
3230996,NM1
3230925,NM2
3045026,NM3
3107394,NM4
3243699,NM1
3232595,NM3
2946166,NM4
3037872,NM4
3120956,NM4
3181080,NM4
3289426,NM2
1839581,NM3
3144478,NM2
3301301,NM3
3205628,NM4
664436,NM2
2403266,NM2
2640274,NM3
2410799,NM1
3232595,NM4
3099250,NM3
2009432,NM4
3264035,NM1
3144020,NM3
2823535,NM4
1010809,NM1
3107770,NM2
3291091,NM3
3232580,NM1
3313230,NM2
2687032,NM3
2680792,NM4
3325009,NM1
2581265,NM3
3336990,NM2
3193011,NM4
3348479,NM1
2633685,NM3
1576337,NM4
3358433,NM1
3359658,NM2
3227488,NM3
3359700,NM4
1782387,NM4
3289012,NM2
3153799,NM3
2719303,NM1
3103655,NM3
3200847,NM4
1726866,NM3
3332558,NM4
1580413,NM1
2009579,NM3
1883742,NM4
1649482,NM4
2384085,NM1
2708392,NM3
1048276,NM4
3107394,NM3
2798282,NM1
2956920,NM3
1966086,NM4
2627328,NM1
2087289,NM3
3095680,NM1
2922227,NM2
2476968,NM3
2529614,NM4
2360632,NM1
2873457,NM3
1556800,NM4
2399462,NM1
3119054,NM2
2691208,NM3
1884850,NM4
2582733,NM3
2731363,NM3
2555110,NM3
1755497,NM1
1667960,NM4
2675215,NM3
3002756,NM3
2987479,NM3
2508547,NM4
2266087,NM4
2777517,NM3
3089972,NM1
2622377,NM3
3093485,NM4
3057682,NM2
2659353,NM3
2987037,NM4
3121640,NM1
1894825,NM3
3106044,NM4
3123711,NM1
3033108,NM4
3059216,NM3
2893305,NM4
2729687,NM4
2838224,NM1
2456481,NM1
2269224,NM4
2707713,NM3
2362655,NM4
2864233,NM1
350033,NM2
2709056,NM3
2348869,NM1
3006313,NM2
846613,NM4
2207855,NM2
2225530,NM3
3176131,NM1
2937345,NM4
2593923,NM1
2946166,NM3
3169588,NM4
2995730,NM1
